vintage_date,value,frequency,forecast_horizon,variable,source,date
2022 Q4,0.13591361497705,Q,7,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2022 Q4,0.0969226692216208,Q,8,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2022 Q4,0.06911745972344245,Q,9,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2022 Q4,0.049289018523604816,Q,10,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2023 Q1,1.1576061348514748,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2023 Q2
2023 Q1,0.8255116789887013,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2023 Q3
2023 Q1,0.5886885976413555,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2023 Q4
2023 Q1,0.4198054053184256,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2024 Q1
2023 Q1,0.2993714827171419,Q,5,Core goods inflation,AR(1)-FixedCoeff19,2024 Q2
2023 Q1,0.21348768626807,Q,6,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2023 Q1,0.1522422636065067,Q,7,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2023 Q1,0.10856694937866126,Q,8,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2023 Q1,0.0774212246860276,Q,9,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2023 Q2,1.3372068844002107,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2023 Q3
2023 Q2,0.9535885022223902,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2023 Q4
2023 Q2,0.6800226966963394,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2024 Q1
2023 Q2,0.48493754585383647,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2024 Q2
2023 Q2,0.3458184918256533,Q,5,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2023 Q2,0.2466099610373638,Q,6,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2023 Q2,0.17586240851894966,Q,7,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2023 Q2,0.12541093879577764,Q,8,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2023 Q3,0.14209792659727463,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2023 Q4
2023 Q3,0.10133282334511806,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2024 Q1
2023 Q3,0.07226242727801944,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2024 Q2
2023 Q3,0.051531756677957244,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2023 Q3,0.036748308164344476,Q,5,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2023 Q3,0.02620594056944459,Q,6,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2023 Q3,0.018687971104900857,Q,7,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2023 Q4,-0.09741890282529739,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2024 Q1
2023 Q4,-0.06947133365604237,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2024 Q2
2023 Q4,-0.04954137297772869,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2023 Q4,-0.03532892644137336,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2023 Q4,-0.025193751575295815,Q,5,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2023 Q4,-0.017966159246050568,Q,6,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2024 Q1,0.03740070899934811,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2024 Q2
2024 Q1,0.02667118042302102,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2024 Q1,0.019019742785350367,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2024 Q1,0.01356335227325166,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2024 Q1,0.009672292993889303,Q,5,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2024 Q2,-0.004621300309973046,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2024 Q3
2024 Q2,-0.003295540048676682,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2024 Q2,-0.00235011435828875,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2024 Q2,-0.0016759127230915338,Q,4,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2024 Q3,0.20741113814466958,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2024 Q4
2024 Q3,0.14790895774989293,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2024 Q3,0.10547678383308581,Q,3,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2024 Q4,0.4188578891919118,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2025 Q1
2024 Q4,0.29869579035087124,Q,2,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2025 Q1,0.26313979108271585,Q,1,Core goods inflation,AR(1)-FixedCoeff19,2025 Q2
2019 Q4,0.09297761571037264,Q,1,Core goods inflation,OLS-RollCoeff19-25,2020 Q1
2019 Q4,0.06730436140637551,Q,2,Core goods inflation,OLS-RollCoeff19-25,2020 Q2
2019 Q4,-0.06989446179024963,Q,3,Core goods inflation,OLS-RollCoeff19-25,2020 Q3
2019 Q4,0.08958499345211515,Q,4,Core goods inflation,OLS-RollCoeff19-25,2020 Q4
2019 Q4,0.03595518710251075,Q,5,Core goods inflation,OLS-RollCoeff19-25,2021 Q1
2019 Q4,0.10323690012644152,Q,6,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2019 Q4,0.1050037666464977,Q,7,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2019 Q4,0.2565895600077788,Q,8,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2019 Q4,0.4296530804530907,Q,9,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2019 Q4,0.07779610926187722,Q,10,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2019 Q4,0.2322523081021481,Q,11,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2019 Q4,0.05208219802431803,Q,12,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2020 Q1,0.24128015556449964,Q,1,Core goods inflation,OLS-RollCoeff19-25,2020 Q2
2020 Q1,0.05628105618162117,Q,2,Core goods inflation,OLS-RollCoeff19-25,2020 Q3
2020 Q1,0.1698572792922958,Q,3,Core goods inflation,OLS-RollCoeff19-25,2020 Q4
2020 Q1,0.09578942748089156,Q,4,Core goods inflation,OLS-RollCoeff19-25,2021 Q1
2020 Q1,0.14655964631767304,Q,5,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2020 Q1,0.1304583983613017,Q,6,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2020 Q1,0.2675579390625363,Q,7,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2020 Q1,0.4356231134483411,Q,8,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2020 Q1,0.10286175338050282,Q,9,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2020 Q1,0.249169450893432,Q,10,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2020 Q1,0.08971701034608298,Q,11,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2020 Q1,0.4205311571136086,Q,12,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2020 Q2,-0.18525837292873576,Q,1,Core goods inflation,OLS-RollCoeff19-25,2020 Q3
2020 Q2,-0.02322382822568948,Q,2,Core goods inflation,OLS-RollCoeff19-25,2020 Q4
2020 Q2,-0.017839160541712702,Q,3,Core goods inflation,OLS-RollCoeff19-25,2021 Q1
2020 Q2,0.08914739510074615,Q,4,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2020 Q2,0.0996948375617541,Q,5,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2020 Q2,0.2795247180789096,Q,6,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2020 Q2,0.4594871032274955,Q,7,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2020 Q2,0.24983210398185596,Q,8,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2020 Q2,0.36618709435129426,Q,9,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2020 Q2,0.24269933115899028,Q,10,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2020 Q2,0.5182353977716193,Q,11,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2020 Q2,0.45675936574357984,Q,12,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2020 Q3,0.5920645982491357,Q,1,Core goods inflation,OLS-RollCoeff19-25,2020 Q4
2020 Q3,0.4375308000487276,Q,2,Core goods inflation,OLS-RollCoeff19-25,2021 Q1
2020 Q3,0.4192843879806798,Q,3,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2020 Q3,0.3344351577504776,Q,4,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2020 Q3,0.44511852656255274,Q,5,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2020 Q3,0.5632060524733195,Q,6,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2020 Q3,0.416610059151037,Q,7,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2020 Q3,0.472001930058695,Q,8,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2020 Q3,0.37273993486341456,Q,9,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2020 Q3,0.5727034972517364,Q,10,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2020 Q3,0.47419648044645873,Q,11,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2020 Q3,0.5275381597991992,Q,12,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2020 Q4,0.18805678069839696,Q,1,Core goods inflation,OLS-RollCoeff19-25,2021 Q1
2020 Q4,0.24279232159823716,Q,2,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2020 Q4,0.1965744605485383,Q,3,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2020 Q4,0.32843010862990163,Q,4,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2020 Q4,0.46725559703488706,Q,5,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2020 Q4,0.4062414075958355,Q,6,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2020 Q4,0.4534782046939943,Q,7,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2020 Q4,0.41806913884182706,Q,8,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2020 Q4,0.5890288097572477,Q,9,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2020 Q4,0.4678071961219404,Q,10,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2020 Q4,0.5034182372825686,Q,11,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2020 Q4,0.3200433444219709,Q,12,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2021 Q1,0.05334979603461955,Q,1,Core goods inflation,OLS-RollCoeff19-25,2021 Q2
2021 Q1,0.06081874173861495,Q,2,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2021 Q1,0.2259474967013743,Q,3,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2021 Q1,0.393095104823542,Q,4,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2021 Q1,0.31613725890303557,Q,5,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2021 Q1,0.39082836697680917,Q,6,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2021 Q1,0.35288151087021663,Q,7,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2021 Q1,0.5508563099477587,Q,8,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2021 Q1,0.4450329204865209,Q,9,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2021 Q1,0.49632244597531316,Q,10,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2021 Q1,0.3239278905613241,Q,11,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2021 Q1,0.17193457887579502,Q,12,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2021 Q2,0.7852062957709854,Q,1,Core goods inflation,OLS-RollCoeff19-25,2021 Q3
2021 Q2,0.8100048265283315,Q,2,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2021 Q2,0.8441346439467179,Q,3,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2021 Q2,0.7705589523783445,Q,4,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2021 Q2,0.7428764944421903,Q,5,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2021 Q2,0.6413632284489645,Q,6,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2021 Q2,0.7578064057232564,Q,7,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2021 Q2,0.5690146417211336,Q,8,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2021 Q2,0.5600035337720068,Q,9,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2021 Q2,0.3459163825602296,Q,10,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2021 Q2,0.1869200035564541,Q,11,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2021 Q2,0.34944947048121777,Q,12,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2021 Q3,1.6034312072643229,Q,1,Core goods inflation,OLS-RollCoeff19-25,2021 Q4
2021 Q3,1.4790576862725826,Q,2,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2021 Q3,1.3227200669730832,Q,3,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2021 Q3,1.1998157113579742,Q,4,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2021 Q3,0.9543410750054933,Q,5,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2021 Q3,0.9972443103971013,Q,6,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2021 Q3,0.7540676291122317,Q,7,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2021 Q3,0.6890631711629354,Q,8,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2021 Q3,0.46665002246715137,Q,9,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2021 Q3,0.2871320528234238,Q,10,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2021 Q3,0.43525322872125816,Q,11,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2021 Q3,0.24753512547683434,Q,12,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2021 Q4,1.645878866505676,Q,1,Core goods inflation,OLS-RollCoeff19-25,2022 Q1
2021 Q4,1.4887718973368722,Q,2,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2021 Q4,1.3465345311801356,Q,3,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2021 Q4,1.067072935869517,Q,4,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2021 Q4,1.0901930025857434,Q,5,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2021 Q4,0.8240951281487956,Q,6,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2021 Q4,0.7398139107706779,Q,7,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2021 Q4,0.5092472126335967,Q,8,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2021 Q4,0.3207057006734652,Q,9,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2021 Q4,0.46503618993380963,Q,10,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2021 Q4,0.2641680701859042,Q,11,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2021 Q4,0.27345805492220054,Q,12,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2022 Q1,1.9972117232379845,Q,1,Core goods inflation,OLS-RollCoeff19-25,2022 Q2
2022 Q1,1.791314357627285,Q,2,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2022 Q1,1.4363466830310743,Q,3,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2022 Q1,1.4181441764006864,Q,4,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2022 Q1,1.0932916758582343,Q,5,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2022 Q1,0.9681871668500257,Q,6,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2022 Q1,0.6979367537549979,Q,7,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2022 Q1,0.46792384840822343,Q,8,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2022 Q1,0.60280203913644,Q,9,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2022 Q1,0.3681094921870107,Q,10,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2022 Q1,0.36417835803902954,Q,11,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2022 Q1,0.2820049332118339,Q,12,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2022 Q2,1.081140001325522,Q,1,Core goods inflation,OLS-RollCoeff19-25,2022 Q3
2022 Q2,0.6414382611455367,Q,2,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2022 Q2,0.8527782999884551,Q,3,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2022 Q2,0.7257454172324126,Q,4,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2022 Q2,0.772336546440856,Q,5,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2022 Q2,0.6199152171122047,Q,6,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2022 Q2,0.3900769429330929,Q,7,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2022 Q2,0.6825175182402868,Q,8,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2022 Q2,0.4390270936987368,Q,9,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2022 Q2,0.3934115485173818,Q,10,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2022 Q2,0.3120361632537086,Q,11,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2022 Q2,0.28846693066509715,Q,12,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2022 Q3,0.8375081774560427,Q,1,Core goods inflation,OLS-RollCoeff19-25,2022 Q4
2022 Q3,1.0128474054046177,Q,2,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2022 Q3,0.8458948705415874,Q,3,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2022 Q3,0.8682757229221336,Q,4,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2022 Q3,0.6977184826989645,Q,5,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2022 Q3,0.4453980754992863,Q,6,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2022 Q3,0.7379196700500156,Q,7,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2022 Q3,0.4776600554766878,Q,8,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2022 Q3,0.42596729412182194,Q,9,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2022 Q3,0.3406026856977037,Q,10,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2022 Q3,0.3104116687382335,Q,11,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2022 Q4,1.475043149155419,Q,1,Core goods inflation,OLS-RollCoeff19-25,2023 Q1
2022 Q4,1.1801845300578895,Q,2,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2022 Q4,1.1110363245410324,Q,3,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2022 Q4,0.8412835064549928,Q,4,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2022 Q4,0.5584428239472813,Q,5,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2022 Q4,0.7657554011022689,Q,6,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2022 Q4,0.5128983653849167,Q,7,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2022 Q4,0.4648630153408319,Q,8,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2022 Q4,0.3310983788736498,Q,9,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2022 Q4,0.31047284712425394,Q,10,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2023 Q1,1.3005866790455558,Q,1,Core goods inflation,OLS-RollCoeff19-25,2023 Q2
2023 Q1,1.2153792626548976,Q,2,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2023 Q1,0.9265798537238191,Q,3,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2023 Q1,0.6225397543495105,Q,4,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2023 Q1,0.8283358402721337,Q,5,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2023 Q1,0.5628209898183777,Q,6,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2023 Q1,0.5058997865577525,Q,7,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2023 Q1,0.36084430960405106,Q,8,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2023 Q1,0.33552998034971304,Q,9,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2023 Q2,1.7057587315340328,Q,1,Core goods inflation,OLS-RollCoeff19-25,2023 Q3
2023 Q2,1.3448020589303564,Q,2,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2023 Q2,0.9698228043022831,Q,3,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2023 Q2,1.1282373183014696,Q,4,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2023 Q2,0.8232245656133877,Q,5,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2023 Q2,0.7167021857899177,Q,6,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2023 Q2,0.5341160949635206,Q,7,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2023 Q2,0.48083649810748635,Q,8,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2023 Q3,0.1383083853428061,Q,1,Core goods inflation,OLS-RollCoeff19-25,2023 Q4
2023 Q3,0.04038591945538941,Q,2,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2023 Q3,0.3229373939957361,Q,3,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2023 Q3,0.16138032324948137,Q,4,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2023 Q3,0.19585646937131182,Q,5,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2023 Q3,0.1442542036751716,Q,6,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2023 Q3,0.15884767828475796,Q,7,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2023 Q4,-0.15586751577095959,Q,1,Core goods inflation,OLS-RollCoeff19-25,2024 Q1
2023 Q4,0.17139086303296897,Q,2,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2023 Q4,0.05294771898796591,Q,3,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2023 Q4,0.11942367761800796,Q,4,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2023 Q4,0.08325163617852756,Q,5,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2023 Q4,0.11590814703200301,Q,6,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2024 Q1,0.3167051951635841,Q,1,Core goods inflation,OLS-RollCoeff19-25,2024 Q2
2024 Q1,0.15771564393781437,Q,2,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2024 Q1,0.19369781309165474,Q,3,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2024 Q1,0.1376841246365097,Q,4,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2024 Q1,0.15490683802363298,Q,5,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2024 Q2,-0.0712860102756823,Q,1,Core goods inflation,OLS-RollCoeff19-25,2024 Q3
2024 Q2,0.02797362856298044,Q,2,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2024 Q2,0.015913547267982123,Q,3,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2024 Q2,0.06581512803283054,Q,4,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2024 Q3,0.2866087800084734,Q,1,Core goods inflation,OLS-RollCoeff19-25,2024 Q4
2024 Q3,0.1975098600204995,Q,2,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2024 Q3,0.1972941407879707,Q,3,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2024 Q4,0.41250346672655464,Q,1,Core goods inflation,OLS-RollCoeff19-25,2025 Q1
2024 Q4,0.35245181757540456,Q,2,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
2025 Q1,0.3213150954799639,Q,1,Core goods inflation,OLS-RollCoeff19-25,2025 Q2
